RSC network: N=2000 p1=0.001006 p2=0.000003 aveK_1D=14.078000 aveK_2D=6.064500
4043
57,223,1971,
57,584,1550,
57,983,1301,
57,1005,1841,
57,1014,1129,
57,1122,1716,
58,629,1366,
58,663,825,
58,1011,1083,
59,81,1425,
59,456,1693,
59,910,1942,
59,948,1467,
59,1204,1389,
59,1489,1890,
60,212,561,
60,528,1612,
60,698,1129,
60,735,865,
60,881,943,
60,937,1102,
60,968,1546,
60,1066,1390,
60,1635,1698,
60,1644,1766,
61,94,334,
61,496,814,
62,647,1992,
62,1073,1402,
62,1313,1886,
62,1417,1646,
62,1536,1945,
63,432,1786,
63,687,1206,
63,911,1334,
64,82,1116,
64,84,1749,
64,212,707,
64,673,1118,
64,884,1623,
65,197,934,
65,344,1225,
65,688,1598,
65,1624,1774,
66,359,504,
66,519,1643,
66,671,1075,
66,917,1753,
66,1407,1749,
67,180,526,
67,419,868,
67,692,908,
67,916,1906,
68,146,1282,
68,337,538,
68,414,1150,
68,617,1297,
68,928,1809,
68,1190,1405,
68,1707,1853,
69,197,299,
69,276,371,
69,489,762,
69,1180,1593,
69,1301,1416,
70,95,954,
70,310,817,
70,337,1645,
70,357,1262,
70,428,477,
70,502,620,
70,1474,1912,
71,695,875,
71,851,1607,
71,1030,1456,
71,1056,1412,
71,1211,1357,
71,1681,1804,
72,80,301,
72,119,1353,
72,206,691,
72,237,1509,
72,471,746,
72,765,937,
73,197,947,
73,459,1273,
73,471,551,
73,636,1935,
73,841,1745,
73,1061,1814,
73,1713,1938,
74,1070,1166,
75,785,1222,
76,166,652,
76,311,583,
76,615,1051,
76,814,1566,
76,941,1970,
76,1515,1730,
76,1734,1920,
77,90,1870,
77,150,686,
77,220,1470,
77,550,1785,
77,596,977,
77,779,1443,
77,956,1779,
77,1655,1788,
77,1768,1794,
78,238,1292,
78,317,743,
78,326,1146,
78,516,1771,
78,703,1680,
78,933,1338,
78,996,1263,
78,1068,1698,
78,1294,1354,
79,176,1221,
79,252,494,
79,289,451,
79,527,1300,
79,619,1038,
79,741,879,
79,766,1412,
79,955,1777,
80,227,1164,
81,103,1653,
81,518,1629,
81,1319,1789,
82,140,1986,
82,709,1954,
82,739,1645,
82,958,1552,
82,1274,1639,
82,1333,1596,
82,1868,1907,
83,85,1645,
83,222,1952,
83,268,1445,
83,344,1982,
83,389,884,
83,638,1306,
83,740,1683,
83,1078,1204,
83,1297,1642,
84,98,406,
84,136,1987,
84,201,772,
84,208,408,
84,437,1419,
84,675,1491,
85,109,1966,
85,763,1154,
85,772,1833,
85,995,1243,
86,152,542,
86,360,850,
86,670,701,
86,705,972,
86,808,1442,
86,1403,1720,
86,1636,1661,
87,992,1823,
87,1063,1593,
87,1383,1877,
87,1827,1844,
88,139,1566,
88,214,1757,
88,214,1989,
88,511,578,
88,599,815,
88,1030,1729,
88,1104,1731,
88,1293,1341,
89,102,1453,
89,342,1745,
89,616,1468,
89,777,917,
89,849,1006,
89,947,1345,
89,1862,1916,
90,153,571,
90,489,669,
90,528,1629,
90,619,1976,
90,637,1922,
90,645,1456,
90,766,1231,
90,840,1036,
90,1174,1259,
90,1174,1880,
91,469,534,
91,482,1286,
91,678,1272,
92,238,1554,
92,245,728,
92,369,1991,
92,549,1335,
92,891,1317,
92,895,1172,
92,918,1887,
92,1176,1516,
92,1243,1419,
93,847,1295,
93,979,1295,
93,1188,1212,
93,1280,1694,
93,1470,1641,
94,117,1709,
94,168,472,
94,310,1971,
94,764,964,
94,909,1565,
94,941,1265,
95,312,1313,
95,547,700,
95,599,1540,
95,616,1910,
95,685,776,
95,736,1484,
95,921,1080,
95,1017,1435,
95,1222,1951,
95,1359,1911,
95,1443,1921,
95,1873,1898,
96,153,1167,
96,468,1589,
96,728,1330,
96,1443,1996,
96,1661,1938,
96,1699,1708,
97,225,332,
97,264,1460,
97,417,882,
97,523,1203,
97,736,1347,
97,862,1787,
97,1010,1104,
97,1148,1218,
97,1207,1305,
98,277,358,
98,535,1727,
98,614,909,
98,620,1929,
98,1223,1633,
98,1289,1928,
98,1341,1741,
98,1512,1978,
99,109,897,
99,124,400,
99,217,1196,
99,286,630,
99,321,710,
99,866,1565,
99,1026,1641,
99,1108,1789,
99,1785,1896,
100,688,805,
100,695,1808,
101,128,1920,
101,559,1680,
101,592,1519,
101,619,1721,
101,828,1059,
101,1184,1508,
102,109,1659,
102,119,1248,
102,626,1251,
102,631,843,
102,921,1637,
102,988,1703,
102,1082,1102,
103,124,565,
103,795,848,
104,203,1562,
104,220,1932,
104,365,1128,
104,458,1470,
104,958,1383,
104,1601,1750,
105,201,1783,
105,278,1875,
105,540,1659,
105,1189,1319,
106,193,1657,
106,479,1982,
106,756,1887,
106,1406,1632,
107,136,1498,
107,276,1802,
107,466,560,
107,491,738,
107,645,1821,
107,852,1635,
107,896,1940,
107,917,1872,
107,951,1500,
107,989,1564,
107,991,1956,
107,1166,1200,
108,128,1115,
108,131,1363,
108,154,471,
108,563,1692,
108,583,1018,
108,1325,1785,
108,1338,1872,
108,1620,1756,
109,182,1068,
109,330,1530,
109,399,1260,
109,691,1956,
109,1118,1960,
109,1485,1535,
110,229,243,
110,455,1292,
110,652,1433,
110,827,1646,
110,1898,1954,
111,163,1912,
111,178,497,
111,275,1590,
111,553,1933,
111,651,1857,
111,1099,1621,
111,1129,1373,
111,1209,1707,
111,1306,1604,
111,1700,1823,
112,204,1852,
112,219,1849,
112,345,704,
112,362,1690,
112,550,1675,
112,1009,1623,
112,1056,1587,
112,1255,1327,
112,1259,1581,
113,130,479,
113,147,1604,
113,190,1502,
113,208,1359,
113,281,389,
113,349,1636,
113,365,1161,
113,366,1234,
113,367,1936,
113,531,1121,
114,252,1151,
114,319,1893,
114,341,1858,
114,402,885,
114,612,1180,
114,673,1693,
114,910,1492,
114,1409,1423,
114,1517,1915,
115,469,1878,
115,1386,1592,
116,190,1967,
116,425,783,
116,507,1995,
116,571,1786,
116,577,885,
116,955,979,
117,150,1919,
117,156,977,
117,469,1032,
117,615,619,
117,726,1305,
117,1665,1692,
117,1772,1980,
118,500,1664,
118,698,1652,
119,208,266,
119,620,1457,
119,684,1007,
119,772,1378,
119,1008,1256,
120,367,995,
120,501,631,
120,1000,1992,
121,191,716,
121,581,1000,
121,594,1526,
121,1161,1211,
121,1782,1825,
122,776,1085,
122,957,1488,
123,259,787,
123,309,910,
123,511,1952,
123,715,1411,
123,828,1428,
123,1080,1299,
123,1663,1758,
124,146,1439,
124,1070,1705,
125,175,930,
125,303,616,
125,370,1042,
125,626,1552,
125,1352,1964,
126,347,454,
126,424,735,
126,679,1640,
126,1168,1960,
126,1174,1336,
127,560,639,
127,629,1059,
128,369,1769,
128,419,881,
128,493,1179,
128,567,1388,
128,1130,1555,
129,155,342,
129,237,1790,
129,261,1540,
129,424,1645,
129,529,1665,
129,564,1190,
129,600,1086,
129,665,708,
129,690,1094,
129,914,1062,
129,981,1611,
129,1069,1755,
129,1189,1955,
130,308,1447,
130,368,731,
130,576,1007,
130,1006,1221,
130,1178,1864,
130,1237,1862,
130,1397,1549,
130,1473,1856,
131,533,1825,
131,966,1259,
131,1074,1235,
131,1230,1882,
132,190,807,
132,213,1220,
132,293,1224,
132,612,1229,
133,170,401,
133,377,1221,
133,967,1465,
134,297,796,
134,675,1029,
134,1267,1341,
134,1372,1699,
135,189,601,
135,207,1623,
135,214,469,
135,382,1860,
135,457,1362,
135,472,503,
135,536,583,
135,647,1493,
135,887,896,
135,1112,1858,
136,486,1076,
136,670,1463,
137,276,1192,
137,292,932,
137,500,1558,
137,1294,1926,
137,1311,1852,
138,209,1502,
138,272,1472,
138,383,1804,
138,424,1877,
138,526,1805,
138,608,1426,
139,198,1230,
139,328,1878,
139,367,1430,
139,534,1635,
139,583,1139,
139,786,1461,
139,1146,1964,
139,1583,1854,
139,1597,1620,
140,360,805,
140,594,1036,
140,1171,1529,
140,1343,1997,
140,1356,1525,
141,365,992,
141,912,1157,
141,1014,1600,
142,143,1577,
142,820,1646,
142,876,1337,
142,1252,1963,
143,321,1604,
143,438,1115,
143,451,1336,
143,596,1429,
143,892,1110,
143,1134,1623,
144,245,1599,
144,617,1552,
144,642,1586,
144,658,1582,
144,1225,1987,
145,337,1223,
145,401,1358,
145,532,1042,
145,854,1958,
145,928,1863,
145,1315,1468,
145,1808,1931,
146,987,1247,
146,1033,1253,
147,376,1470,
147,647,1421,
147,982,1194,
147,1008,1261,
147,1426,1756,
148,221,1906,
148,738,1355,
148,1449,1668,
149,195,844,
149,1069,1468,
149,1371,1416,
150,796,1772,
150,813,1710,
150,901,1477,
150,1117,1667,
151,199,1490,
151,451,681,
151,513,1832,
151,1027,1049,
151,1212,1735,
151,1261,1890,
151,1854,1902,
152,322,1731,
152,332,1226,
152,496,1426,
153,387,1307,
153,493,1679,
153,905,1252,
153,1374,1853,
153,1482,1933,
154,245,1648,
154,251,1656,
154,252,976,
154,635,1998,
154,702,1832,
154,1043,1394,
154,1077,1935,
155,323,446,
155,397,1181,
155,408,1875,
155,436,490,
155,466,1970,
155,514,1181,
155,611,1561,
155,951,1873,
155,1105,1807,
155,1125,1399,
156,1183,1965,
157,165,601,
157,264,1620,
157,698,1684,
157,1167,1545,
158,617,1060,
158,645,1414,
158,667,1026,
158,863,1408,
158,1007,1424,
159,160,227,
159,430,1775,
159,890,1015,
159,1084,1371,
159,1224,1948,
159,1831,1997,
160,351,1154,
160,523,1248,
161,211,1861,
161,340,606,
161,1009,1702,
162,313,1846,
162,934,1835,
162,1502,1589,
162,1669,1881,
163,345,356,
163,659,1784,
163,840,876,
163,850,1508,
163,1169,1871,
163,1286,1759,
163,1544,1560,
164,258,811,
164,340,975,
164,353,741,
164,668,1300,
164,759,1690,
164,1323,1472,
165,236,408,
165,327,1890,
165,442,1310,
165,851,962,
165,1402,1462,
166,273,1224,
166,450,550,
166,829,1277,
166,1493,1966,
167,183,552,
167,276,1456,
167,899,1062,
167,1054,1257,
168,257,1431,
168,540,752,
168,822,964,
168,867,1908,
168,1070,1821,
169,230,363,
169,442,799,
169,1902,1949,
169,1904,1951,
170,260,1348,
170,802,1706,
170,1902,1984,
170,1933,1970,
171,236,1652,
171,301,471,
171,440,1697,
171,530,1263,
171,611,824,
171,854,1684,
171,987,1853,
171,1117,1360,
171,1225,1291,
172,208,473,
172,496,1975,
172,604,1579,
172,1134,1402,
173,191,1520,
173,251,1271,
173,571,993,
173,807,881,
173,928,1845,
173,974,1563,
174,339,720,
174,387,949,
174,411,1641,
174,431,965,
174,785,1442,
174,1090,1676,
175,495,1051,
175,700,988,
175,759,1024,
175,1412,1540,
175,1707,1825,
176,484,1051,
176,611,1476,
176,636,872,
176,911,917,
177,588,701,
177,611,1738,
178,454,1141,
178,611,956,
179,240,1686,
179,252,1616,
179,260,1609,
179,353,1617,
179,551,1633,
179,559,1364,
179,1203,1542,
180,878,1662,
180,1070,1790,
180,1391,1556,
180,1843,1896,
181,600,1228,
181,672,787,
181,695,1907,
181,1110,1794,
181,1140,1860,
182,203,752,
182,276,1057,
182,552,1991,
183,377,1642,
183,411,870,
183,534,977,
183,783,1709,
183,801,1353,
183,1526,1904,
184,1185,1318,
184,1195,1836,
184,1448,1788,
184,1761,1807,
185,359,973,
185,563,1036,
185,735,1958,
185,932,1715,
185,1275,1883,
186,329,964,
186,334,1071,
186,432,1194,
186,453,1211,
186,572,1316,
186,660,887,
186,1386,1652,
187,208,538,
187,285,870,
187,341,1246,
187,573,1975,
187,644,674,
187,1134,1177,
188,268,1115,
188,453,1612,
188,723,1406,
188,1098,1955,
189,193,960,
189,325,763,
189,466,722,
189,855,1869,
190,345,1505,
190,379,452,
190,509,1751,
190,544,1346,
190,689,1090,
190,1858,1937,
191,290,849,
191,678,1056,
191,755,844,
191,1070,1623,
191,1195,1241,
191,1209,1721,
192,305,488,
192,409,940,
192,541,1407,
192,596,1786,
192,1127,1526,
192,1161,1221,
192,1231,1395,
193,211,1304,
193,361,1585,
193,635,1601,
193,1060,1781,
195,203,1526,
195,262,1061,
195,619,1220,
195,805,1773,
195,1266,1432,
196,773,961,
196,1697,1993,
197,230,1192,
197,313,957,
197,409,1819,
197,804,1783,
197,1029,1156,
197,1154,1937,
197,1397,1841,
197,1747,1972,
198,306,823,
198,353,1995,
198,476,986,
198,1021,1626,
198,1725,1945,
199,240,1970,
199,251,590,
199,301,508,
199,334,1079,
199,521,1535,
199,1042,1595,
199,1382,1868,
200,266,1583,
200,301,729,
200,388,828,
200,428,1856,
200,1952,1960,
201,391,1559,
201,483,1610,
201,503,1903,
201,516,846,
201,542,1085,
201,668,1483,
201,809,934,
201,897,1633,
201,956,1595,
202,360,1065,
203,244,1457,
203,511,1788,
203,724,1337,
203,1013,1818,
203,1333,1805,
203,1588,1780,
204,241,587,
204,400,1787,
204,423,1308,
204,599,1497,
204,694,1057,
204,875,1557,
204,1453,1744,
205,742,1364,
206,253,1379,
206,410,736,
206,556,1196,
206,652,1361,
206,745,1865,
206,860,1085,
206,880,1124,
206,1177,1678,
206,1441,1516,
207,304,1833,
207,310,465,
207,417,1305,
207,684,1263,
207,697,1957,
207,818,1821,
208,821,1388,
208,1251,1455,
208,1283,1363,
208,1547,1852,
209,276,1668,
209,572,1692,
209,663,1316,
209,692,1677,
209,840,1555,
210,327,575,
210,515,1116,
210,674,1083,
210,714,1311,
210,776,974,
210,1143,1339,
211,690,1099,
211,756,1371,
211,1401,1629,
211,1709,1965,
212,732,1259,
212,798,1081,
212,830,1665,
212,943,1655,
212,1034,1479,
212,1214,1422,
213,324,1029,
213,353,1173,
213,1016,1365,
213,1208,1928,
213,1488,1762,
214,345,1328,
214,460,1427,
214,752,1522,
214,768,1959,
214,870,899,
215,330,1714,
215,1165,1533,
215,1734,1810,
216,368,387,
216,379,584,
216,928,1389,
216,1345,1439,
216,1895,1952,
217,220,1658,
217,272,884,
217,516,795,
217,909,1391,
217,1421,1483,
218,322,389,
218,713,1994,
218,1221,1843,
219,514,839,
219,569,1769,
219,595,984,
219,689,1969,
219,770,1344,
219,953,1227,
220,465,1640,
220,467,1060,
220,630,910,
221,345,587,
221,610,984,
221,715,1380,
221,952,1629,
222,409,1153,
222,444,1510,
222,457,1400,
222,694,1821,
222,710,1111,
222,891,1798,
222,1061,1727,
223,882,976,
223,894,1761,
224,327,1179,
224,683,1945,
224,793,1546,
224,1271,1906,
224,1491,1635,
226,360,1684,
226,776,1694,
226,1414,1710,
226,1632,1769,
227,329,1711,
227,763,1869,
227,1007,1192,
228,319,392,
228,403,1281,
228,958,1304,
228,1041,1334,
228,1209,1221,
228,1770,1987,
229,315,1574,
229,318,335,
229,1426,1458,
230,269,384,
230,478,870,
230,492,522,
230,497,846,
230,620,1721,
230,859,1372,
230,913,1810,
230,1122,1786,
230,1924,1973,
231,798,1409,
231,1430,1574,
231,1644,1834,
232,489,1557,
232,506,665,
232,626,1003,
232,841,1418,
232,939,1129,
233,380,1151,
233,385,1447,
233,514,1378,
233,1417,1466,
234,303,332,
234,332,550,
235,613,1449,
235,976,1879,
235,1048,1331,
235,1187,1389,
235,1556,1758,
235,1580,1779,
236,399,1140,
236,663,1675,
236,1285,1465,
236,1756,1947,
237,345,988,
237,443,1478,
237,568,1452,
237,1978,1995,
238,246,1549,
238,253,1932,
238,575,1127,
238,798,942,
238,1263,1630,
238,1374,1989,
239,363,1397,
239,383,1626,
239,775,1744,
239,1211,1703,
239,1599,1972,
240,1104,1192,
240,1229,1543,
241,755,1763,
241,1135,1254,
242,304,370,
242,306,1190,
242,775,1447,
242,985,1816,
242,1148,1590,
243,257,1571,
243,453,1611,
243,763,911,
243,955,1635,
243,1376,1634,
244,295,957,
244,510,1349,
244,614,1327,
244,1767,1806,
244,1915,1969,
245,336,471,
245,633,1359,
245,875,1100,
245,996,1805,
245,1270,1885,
246,292,479,
246,738,1829,
246,773,834,
246,1075,1432,
246,1546,1796,
246,1546,1837,
247,350,1655,
247,750,1586,
247,1368,1430,
247,1405,1810,
248,354,744,
248,500,1087,
248,979,1899,
249,358,1297,
249,491,1305,
249,593,1908,
249,740,1213,
250,267,289,
250,386,1227,
250,549,1288,
250,1031,1342,
250,1089,1662,
251,476,1934,
251,541,1611,
251,976,1647,
252,470,1586,
252,614,874,
252,1032,1527,
253,453,1562,
253,1032,1827,
253,1113,1546,
254,418,1648,
254,738,1439,
254,1213,1647,
254,1592,1593,
255,273,1774,
255,286,1821,
255,329,854,
255,883,1828,
256,275,712,
256,629,1767,
256,1297,1927,
256,1658,1756,
257,364,640,
257,380,773,
258,336,1401,
258,545,1234,
258,917,1167,
259,468,1674,
259,553,927,
259,908,1628,
260,337,800,
260,421,1938,
260,664,866,
260,1072,1952,
260,1114,1236,
261,596,1483,
261,627,1636,
261,938,1592,
261,1357,1463,
262,759,1916,
262,865,1356,
262,1354,1546,
263,295,525,
263,806,1010,
264,848,1747,
264,982,1292,
264,1057,1445,
264,1129,1823,
265,337,1855,
265,380,776,
265,463,1276,
265,617,1100,
266,332,1468,
266,602,798,
266,1165,1173,
266,1374,1892,
266,1402,1734,
266,1555,1643,
266,1967,1998,
267,317,1182,
267,546,1210,
267,584,1321,
267,1159,1844,
267,1494,1504,
268,280,789,
268,346,793,
268,431,1257,
268,540,1264,
268,692,1634,
268,1008,1936,
269,470,1190,
269,1168,1203,
269,1180,1946,
269,1697,1840,
270,274,1248,
270,403,506,
270,986,1262,
270,1518,1771,
270,1706,1708,
271,610,1504,
271,895,1585,
271,1092,1695,
272,490,1963,
272,659,1523,
272,1446,1461,
272,1743,1829,
273,291,953,
273,320,797,
273,384,426,
273,486,1078,
273,594,1022,
273,674,710,
273,775,1364,
273,953,1462,
273,1102,1286,
273,1477,1615,
274,624,1415,
274,1065,1718,
274,1388,1582,
274,1544,1811,
275,276,1793,
275,607,1504,
275,768,1073,
275,1380,1546,
276,417,967,
276,578,1716,
276,669,1661,
276,898,995,
276,1163,1733,
276,1633,1732,
277,432,1337,
277,621,965,
277,634,1227,
277,707,855,
277,892,1541,
277,1346,1861,
277,1583,1823,
277,1607,1747,
278,346,763,
278,369,978,
278,419,848,
278,689,1359,
278,1009,1672,
278,1028,1614,
278,1284,1748,
279,580,1994,
280,616,1340,
281,283,639,
281,356,636,
281,997,1861,
281,1608,1883,
282,301,1821,
282,330,772,
282,365,1631,
282,491,798,
283,476,1470,
283,785,1249,
283,1425,1586,
283,1824,1870,
284,570,810,
284,676,1134,
284,691,1710,
284,953,1570,
284,1015,1412,
284,1321,1380,
284,1682,1777,
285,371,1222,
285,722,1660,
285,885,1989,
286,306,594,
286,470,476,
286,472,1068,
286,792,1156,
286,1331,1507,
287,523,1942,
287,728,1361,
287,945,1491,
287,960,1091,
287,1119,1453,
287,1254,1363,
287,1611,1935,
288,308,539,
288,336,1403,
288,755,1147,
288,1070,1175,
288,1109,1528,
288,1236,1307,
288,1583,1971,
289,1260,1782,
289,1841,1985,
290,394,1253,
290,399,1384,
290,403,929,
290,889,1683,
291,298,1070,
291,692,1088,
291,1205,1517,
292,479,621,
292,536,1753,
292,798,1842,
292,1211,1996,
293,310,961,
293,395,1714,
293,406,1272,
293,644,1745,
293,761,1719,
293,833,1785,
293,1211,1722,
294,522,1277,
294,525,765,
294,762,944,
294,884,1549,
294,955,1754,
294,1311,1514,
295,635,1085,
295,638,771,
295,677,1118,
295,768,1648,
295,838,1428,
295,950,1035,
295,1166,1523,
295,1349,1440,
295,1447,1849,
295,1523,1663,
295,1869,1963,
296,408,880,
296,1384,1492,
297,453,1548,
297,492,498,
297,560,864,
297,612,1652,
297,842,1787,
297,866,1572,
297,1058,1641,
297,1765,1939,
297,1778,1943,
298,365,464,
298,645,1669,
298,1010,1722,
299,446,1981,
299,871,1512,
299,1356,1421,
299,1363,1886,
300,492,912,
300,541,1536,
300,635,1362,
300,1052,1877,
301,454,496,
301,779,1997,
301,1001,1650,
302,358,1903,
302,386,1237,
302,481,1654,
302,485,1131,
302,514,924,
302,643,961,
302,746,1759,
302,827,851,
302,937,1014,
302,1147,1358,
302,1473,1675,
302,1747,1799,
303,357,1793,
303,953,1522,
304,413,1895,
304,489,514,
304,1067,1557,
304,1583,1588,
305,319,1145,
305,656,1293,
305,665,1237,
305,958,1308,
305,969,1170,
305,1023,1463,
305,1075,1635,
305,1109,1955,
305,1225,1733,
305,1364,1558,
305,1421,1939,
305,1423,1480,
306,329,430,
306,387,477,
306,541,766,
306,709,1181,
306,1079,1813,
306,1326,1755,
307,401,497,
307,580,1192,
308,609,794,
308,1128,1213,
309,431,1487,
310,452,1491,
310,493,561,
310,514,1382,
310,656,1250,
310,768,1340,
310,1115,1703,
311,801,1167,
311,1705,1988,
312,458,904,
312,557,1989,
312,1285,1298,
313,324,379,
313,1030,1344,
313,1109,1530,
314,471,1575,
314,579,1816,
314,775,924,
314,1540,1810,
315,449,899,
316,461,1281,
316,737,873,
316,1009,1869,
316,1093,1276,
316,1343,1501,
317,327,1086,
317,434,1182,
317,658,1074,
317,1252,1311,
318,515,1750,
318,959,1595,
318,964,1462,
318,1886,1961,
319,718,1052,
319,767,951,
319,770,1818,
319,1685,1874,
320,619,1265,
320,1133,1807,
321,402,1322,
321,1358,1893,
321,1376,1919,
321,1507,1799,
321,1817,1962,
322,700,852,
322,733,788,
322,738,1145,
322,743,1109,
322,987,1363,
322,1174,1814,
323,353,1568,
323,579,1404,
323,752,1341,
323,818,1848,
324,330,1408,
324,499,1989,
324,583,856,
324,735,1865,
324,1606,1879,
325,582,1360,
325,678,1273,
325,700,981,
325,711,895,
325,776,1046,
326,365,525,
326,421,1765,
326,429,1860,
326,788,798,
326,791,1550,
326,867,1328,
326,1373,1996,
326,1468,1543,
326,1812,1936,
327,724,960,
327,1126,1350,
327,1136,1628,
327,1543,1743,
328,458,1953,
328,619,841,
329,482,576,
329,927,942,
329,1158,1964,
329,1326,1755,
330,615,734,
330,637,1463,
330,1082,1330,
331,354,1233,
331,814,1014,
331,1660,1765,
332,421,1386,
332,1367,1891,
332,1808,1845,
333,653,1067,
333,991,1955,
334,474,821,
334,922,1888,
334,1301,1601,
335,339,1003,
335,997,1219,
335,1041,1554,
335,1044,1185,
336,520,1473,
336,524,1093,
336,641,1755,
336,720,730,
336,1370,1866,
336,1463,1538,
336,1556,1702,
337,1201,1827,
337,1323,1881,
338,366,1810,
338,515,759,
338,565,1335,
338,706,1828,
338,964,1974,
338,1477,1695,
339,1093,1575,
339,1098,1976,
339,1442,1512,
339,1608,1910,
339,1686,1734,
339,1837,1892,
340,1331,1975,
341,449,454,
341,483,965,
341,505,1166,
341,524,786,
341,580,1279,
341,1260,1866,
342,486,1403,
342,513,1841,
342,549,642,
342,745,1083,
342,765,1436,
342,781,1326,
342,972,1916,
343,350,1272,
343,394,1009,
343,534,807,
343,839,1418,
343,880,1613,
343,1329,1572,
344,453,1126,
344,707,1863,
344,1066,1888,
344,1566,1857,
345,364,1310,
345,481,1631,
345,558,1502,
345,1516,1606,
346,464,493,
346,534,1228,
